ID,Description,Source,Root_Form,Root_Gloss,Root_Language,Comment,Justification,revised_by,Ideophonic,Dyen,proposedAsCognateTo_pk,proposedAsCognateToScale,parallelDerivation,Root_Form_calc,Root_Language_calc,supersetid
6378,,"423[IV:66-67{S.v. Sp. miedo, from Lat. metus, -ūs.}];54[378{S.v. Lat. metus, -ūs 'fear, alarm', no clear etymology outside of Italic.}];316[402{S.v. Lat. metus, -ūs 'crainte', no agreed etymology.}]",metus,,Latin,,"Romance lexemes from Latin metus 'fear, alarm' ([DCECH](src-423) IV:66-67), no further etymology outside of Italic (cf. [Ernout & Meillet 1985](src-316):402, [de Vaan 2008](src-54):378 for various uncertain proposals).",4,false,,,0,false,,,
6379,,"443[8:86{S.v. Lat. pavor 'furcht' > Fr. peur.}];54[451{Cf. s.v. Lat. paveō 'to be frightened', derivative pavor 'sudden fear, terror'. The verbal stem is from *pou̯-eh₁- 'to fear' (cf. OIr. omun MW ouyn, MCo. own, Bret. oun, 'fear' < Proto-Celtic *ofno- < *pouno-, OIr. úath 'fear' < *pou-to-, W uthr 'terrible' < *pou-tro-).}];444[520{S.v. 6314 Lat. pavor, -ōre 'Furcht'.}];49[827{Cf. s.v. pēu- : pəu- : pū̆- 'schlagen, scharf, schneidend hauen'.}]",*peu̯-,,Proto-Indo-European,,"Romance lexemes in light verb constructions using on Latin pavor 'fear' (cf. [Meyer-Lübke 1935](src-444):520, [von Wartburg 1922–2002](src-443) 8:86), further probably to a root *peu̯- ([de Vaan 2008](src-54):451, cf. [IEW](src-49) 827, not in [LIV²](src-141)).",4,false,,,0,false,,,
6380,,"141[124{S.v. *deu̯k- 'ziehen' (IEW 220-1).}];54[181{Cf. s.v. Lat. dūcō, -ere 'to lead, conduct', from PIE *douk-e/o- 'to draw' (cf. MW 1.sg. dygaf, 3.sg. dwc 'to lead, bring', OBret. 3.sg. duc  'carries' < *duke/o-| Hitt. tukzi-, tukkanzi- 'cultivation of plants and animals < *duk-(ent)-i-| Alb. n-duk 'to pull', Goth. tiuhan 'to draw').}];50[108{S.v. Proto-Celtic *duk-o- 'lead, carry', from PIE *deuk- (IEW 220f.), cf. Lat. dūcō 'lead', Goth. tiuhan 'pull'.}]",*deu̯k-,,Proto-Indo-European,,"Italic and Celtic lexemes derived from PIE *deu̯k- ([LIV²](src-141) 124, cf. [de Vaan 2008](src-54):181, [Meyer-Lübke 1935](src-444):250 no. 2785, {ref  [Matasović 2009](src-50):108).",4,false,,,0,false,,,51
6381,,"236[{S.v. W cariaf: cario 'to carry, bear', a loanword from Engl. carry.}]",cario,,Welsh: North,Loan from English.,Loanword from English 'carry' (first attested 1500s) ([Geiriadur Prifysgol Cymru (GPC)](src-236)).,4,false,,,0,false,,,
6383,,"105[200{S.v. Alb. kthetër 'claw (particularly, of vulture)', a derivative in -ter of kthej 'to turn', a prefixal derivative of thyej 'to break'.}];369[391-392{Cf. s.v. Alb. thád/ër. -ra 'Tischlerhandwerkzeug, ἐργαλεῖον ξυλουργικόν', 'kleine Axt mit zwei Schneiden, deren eine axtartig, deren meißelartig ist', from which, among other derived vocabulary k(ë)tháder (< kë-thadër) 'Kralle, Fang| Klaue'.}]",*kV- + *ϑat(Vr)-,,Proto-Albanian,,,,false,,,0,false,,,
6384,,"728[83-84{S.v. Manx cleeau 'breast, chest, stomach, forehead', = Ir. cliabh.}];296[C:118{Cf. s.v. OIr. clíab 'corbeille, récipient tressé, ruche'| Zupitza has compared the word to ON hlíf 'bouclier' (BB 25 94), cf. [Pedersen 1909](src-307):116.}]",clíab,,Old Irish,,"Identical to Irish cliabh ([Broaderick 1984b](src-728):83-84) from Old Irish clíab 'basket, woven container, hive'. Further etymology uncertain, cf. [Vendryes et al. 1959–1996](src-296) C:118 for a suggestion to Old Norse hlíf 'shield'.",4,false,,,0,false,,,
6385,,"316[376{Cf. s.v. Lat. māchina, -ae 'invention, machination' with the concrete sense 'machine, engin', a loanword from (Doric) Greek μᾱχανᾱ́ 'moyen ingénieux employé pour obtenir un résultat, machine'. The Latin verb māchinō is denominal from the original loanword māchina.}];444[423{S.v. 5206 Lat. machināre 'mahlen'.}]",māchināre,,Latin,,"Romance lexemes from Latin machināre ([Meyer-Lübke 1935](src-444):423), a denominal verb to Latin machina 'machine, mechanical device', in turn an early loanword from (West) Greek μᾱχανᾱ́ 'id.' ([Ernout & Meillet 1985](src-316):376).",4,false,,,0,false,,,
6386,,,ante,,Ladin,,,,false,,,0,false,,,
6387,,"442[132{S.v. 2650 Skt. kaṭhiná- 'hard, stiff' Suśr. [EWA i 144 with lit. groups kaṭhiná-, káṭhōra-, ˚ōla-, kaṭhara-, kaḍḍati as ← Drav. Tam. kaṭṭu 'hardness', Tu. gaṭṭi, &c.]}];399[I:144{S.v. Skt. kaṭhiná- 'hart, fest', 'hard, firm', probably a Dravidian loanword, cf. Tamil taṭṭu- 'hart machen'. Cf. káḍḍati 'ist hart'.}]",kaṭhiná-,,Sanskrit,,"Cf. Sanskrit kaṭhiná- 'hard, firm', probably a loanword from Dravidian (cf. [Turner 1962–1966](src-442):132 no .2650, [KEWA](src-399) I:144).",4,false,,6397,0,false,,,
6388,,,ghel,,Ladin,,,,false,,,0,false,,,
6389,,,sal,,Ladin,,,,false,,,0,false,,,
6390,,"443[16:73-80{Cf. s.v. *grîpan- (anfrk.) 'greifen'.}];444[330{Cf. s.v. 3871 1. grīpan (fränk.) 'greifen', 2. grīfan (ahd.)}]",[grīfan],,[Old High German],,"Romance nominal derivatives based on a loanword from Old High German grīfan 'to grasp, grab' ([Meyer-Lübke 1935](src-444):330, [von Wartburg 1922–2002](src-443) 16:73-80).",4,false,,,0,false,,,
6391,,,jughé,,Ladin,,Loan from North Italian,,false,,,0,false,,,
6395,,,sburlé,,Ladin,,Loanword from North Italian,,false,,,0,false,,,
6396,,,sclet,,Ladin,Loan from Old High German,,,false,,,0,false,,,
6397,,"442[133{S.v. 2657 kaḍḍ 'be rough', káḍḍati Dhātup. [See kaṭhiná-] N. B. Or. kaṛā 'rough', H. kaṛā, kaṛṛā.}];399[I:144{S.v. Skt. kaṭhiná- 'hart, fest', 'hard, firm', probably a Dravidian loanword, cf. Tamil taṭṭu- 'hart machen'. Cf. káḍḍati 'ist hart'.}]",kaḍḍ-,,Sanskrit,"cf. Sanskrit (Dhātup.) kaḍḍati, Turner 1962-66, p. 133, no. 2657; loan from a substrate (Munda or Dravidian), cf. Mayrhofer KEWA I, p 144; perhaps related to [cognate set 6387](cog-6387)","Cf. [Turner 1962–1966](src-442):133 no. 2657. Sanskrit (Dhātup.) kaḍḍati 'is hard'. [KEWA](src-399) I:144 groups with kaṭhiná- 'hard, firm' as part of a group of probable loans from Dravidian (cf. Tamil kaṭṭu 'hardness').",4,false,,6387,0,false,,,
6398,,,scraié,,Ladin,,Loanword from Middle Low German schrī(e)n.,,false,,,0,false,,,
6400,,,stuep,,Ladin,,,,false,,,0,false,,,
6401,,,[سخت / saxt],,[Persian],cf. Persian سفت seft,Parallel loans into Indic from Persian.,,false,,,0,false,,,
6402,,,combate,,Ladin,,Loanword from Italian or Latin combatt(u)ere 'to fight'.,,false,,,0,false,,,
6403,,"231[109{S.v. ScG cròg, large hand, hand in paw form, *crobhag, lr. crobh, hand from wrist to fingers, paw, hoof, O. lr. crob, hand. See crubh.}];236[{S.v. crafanc 'claw, talon, clutch' (< craf- cf. Ir. crobh + -anc)}];309[425-426{S.v. Bret. kraban 'griffe, poigne', deriv. in -an to OBret. crap, apparently in W crafanc, from Frankish *krappa-}];296[C:241{Cf. s.v. OIr. crob 'main, patte, griffe'. Vendryes (ZCP 9, 292-293) sees in OIr. crob (anc. *crab, cf. W craf) originally a semi-onomatopoeic word connecting to a root meaning 'to take, seize', cf. gr. γράφω, Ved. gr̥bhnā́ti, etc.}]",*krabo-,,Proto-Celtic,,"Probably an onomatopoeic form in origin ([Vendryes et al. 1959–1996](src-296) C:241). Cf. also [Macbain & Macfarlane 1911](src-231):109, [Geiriadur Prifysgol Cymru (GPC)](src-236), [Deshayes 2003](src-309):425-426.",4,false,,,0,false,,,
6407,,"443[6/1:234{S.v. Lat. mansio 'aufenthalt, unterkunft' > Fr. maison.}];54[362{S.v. Lat. maneō 'to remain in the same place' < PIE *mn̥-eh₁-, (*men- 'stay') from which Lat. mansiō 'staying, lodging' is derived.}];141[437{Cf. s.v. 2. *men- 'bleiben, warten' (IEW 729).}];444[433{S.v. 5311 Lat. ma(n)sio, -ōne 'Unterkunft'.}]",*men-,,Proto-Indo-European,,"Romance lexemes from Latin mansio 'a staying, a remaining; lodging' ([Meyer-Lübke 1935](src-444):433, [von Wartburg 1922–2002](src-443) 6/1:234). Further to PIE 2. *men- 'stay, wait' ([de Vaan 2008](src-54):362, cf. [LIV²](src-141) 437).",4,false,,,0,false,,,
6408,,"105[421{S.v. Alb. shkoj 'to go'. Etymology unclear, cf. entry in Orel for various proposals. (Principally cf. Jokl 1911:80-82 < *shteg 'path', alternatively Meyer 1891:408, comparing Lat. sequor 'follow').}];585[408{S.v. Alb. škoń 'gehe vorüber, verfliesse'| the sounds satisfy a derivation from Lat. sequor, the meaning not quite (""Den Lauten genügt Herleitung aus lat. sequor, der Bedeutung nicht ganz."").}];661[80-82{Rejects Meyer's connection to Lat. sequor as semantically implausible and proposes instead a denominative formation to Alb. štek, štegu 'Weg'.}];571[114{S.v. Alb. shkoj '(move from one place to another)', following Jokl (1911:80-2)'s etymology to Alb. shteg 'path' akin to Gk. στοῖχος 'row, line', OCS stьdza 'path'.}];130[86{Rejects Jokl and others from PIE *stei̯gʰ 'schreiten / walk' on the basis that the tectal should be preserved in *stoiGh-, consequently considers the proposal of a loan from Lat. sequor (so Meyer 1891:406) more likely.}]",shkoj,,Albanian: Standard,,"Etymology disputed. Originally proposed a loanword from Latin sequor 'follow' by [Meyer 1891](src-585):408 and followed by [Holm 2011](src-130):86; alternatively considered since [Jokl 1911](src-661):80-82 to be connected with Albanian shteg 'path', cognate with Greek στοῖχος 'row, line' and derived from PIE *stei̯gʰ- (followed by [Huld 1984](src-571):114, [Orel 1998](src-105):421; cf. [LIV²](src-141) 593-594, without Albanian). [Not in [Demiraj 1997](src-369), [Schumacher & Matzinger 2013](src-364)].",4,false,,,0,false,,,343
6412,,"728[93-94{S.v. Manx coontey 'counting, thinking, considering', cf. ScG. cunndadh.}]",[count],,[English],,,,false,,,0,false,,,
6414,,"423[II:290{S.v. Span. cumplir, from Lat. complēre 'llenar'. Cf. derived cumplido = Port. cumprido.}];54[472-473{Cf. s.v. Lat. -pleō 'to fill' (complēre 'to fill, complete'), from PIE *pleh₁- 'to fill'.}];141[482-483{Cf. s.v. *pleh₁- 'sich füllen, voll werden' (IEW 798-800).}]",*pleh₁-,,Proto-Indo-European,,"Derived from Latin complēre 'to fill, complete' (cf. [DCECH](src-423) II:290), further to PIE *pleh₁- 'be filled, become full' (cf. [de Vaan 2008](src-54):472-473, [LIV²](src-141) 482-483).",4,false,,,0,false,,,244
6416,,"309[281{S.v. Bret. gouel 'pleur(s)', apparently a loanword from English wail 'gémissement, plainte', with derivative goueliñ (ouilein, 1723) pleurer.}];305[223{""MoB gouelañ, V gouilein 'to weep', MW wyl-aw 'id' The MCo. equivalent is ole, wole 'id'. B g- is secondary ([Pedersen 1909](src-307): 321). The etymology is unknown: LPBr. *uil- may reflect PCl. *(φ)eil-, *(φ)idl-, *(φ)ugl-, or *(φ)udl-.""}]",goelaff,,Middle Breton,,No certain etymology ([Schrijver 1995](src-305):223). [Deshayes 2003](src-309):281 considers a loanword from English wail.,4,false,,,0,false,,,
6417,,"728[243{S.v. Manx keayney 'crying' (= Ir. caoine).}];296[C:18-19{S.v. OIr. caínid, coínid 'il pleure, il déplore'. Probably a borrowing from Brythonic.}];749[177{A denominal verb caíne 'act of weeping, lamenting', borrowed from W cwyn following [Vendryes et al. 1959–1996](src-296) C:18. OIr. caíne and W cwyn cannot be simple cognates and a borrowing would be a straightforward solution, however the same problem occurs with OIr. maín 'riches' and W mwyn, and in view of this perhaps there is a sound law that is not yet understood.}]",caínid,,Old Irish,,"Probably a loanword from Brythonic, cf. Welsh cwyn 'complaint' ([Vendryes et al. 1959–1996](src-296) C:18-19), but cf. the discussion of [Le Mair 2011](src-749):177.",4,false,,,0,false,,,
6418,,"105[301-302{S.v. Alb. nuhas 'to smell, to sniff', borrowed from Slav. *n’uxati 'id.', otherwise unattested in South Slavic. The same root is attested in SCr. njušiti 'id.'.}];585[311{Cf. s.v. Alb. nuhurít 'spüre, spüre nach, suche (vom Hünde)'. nuhár 'Feinschmecker', from se. njuh 'Geruch', njušiti 'schnüffeln (vom Hünde), cf. Slov. njuhati, Russ. njuchatь.}]",nuhas,,Albanian,,"A loanword from Slavic, cf. Serbo-Croatian njušiti 'to smell' (cf. [Meyer 1891](src-585):311, [Orel 1998](src-105):301-302).",4,false,,,0,false,,,
6419,,"296[C:98{S.v. OIr. ciïd 'il se lamente, pleure'. Of uncertain etymology. Cf. entry for several doubtful proposals in older literature.}]",ciid,,Old Irish,,"Etymology uncertain, cf. [Vendryes et al. 1959–1996](src-296) C:98 for various proposals.",4,false,,,0,false,,,
6421,,"309[267{S.v. Bret. garm 'cri', corresponding to Co. garm, Wel. garm, and Ir. gairm, from Proto-Celtic *gar-(s)mn.}];50[152{Cf. s.v. Proto-Celtic *gar(r)man- 'cry, shout', which may be derived from a zero-grade formation *g̑h₂r-smen-, cf. Proto-Celtic *gāri-, *garyo- 'word, command' (OIr. gáir), from PIE *g̑eh₂r- 'shout, call' (cf. Gk. γῆρυς 'voice, call', Lat. garrio 'chatter', OE cearu 'care, sorrow', Khot. ysār- 'to sing' (cs.)).}]",*g̑eh₂r-,,Proto-Indo-European,,,4,false,,,0,false,,,
6422,,"236[{Cf. s.v. cri² 'cry, clamour', a loanword from Middle English crye| and s.v. criaf : crio 'to cry, to shout| to cry, to weep'.}]",cri,,Middle Welsh,,"Denominal formation from Welsh cri 'cry', respectively a loanword from English cry ([Geiriadur Prifysgol Cymru (GPC)](src-236)).",4,false,,,0,false,,,
6423,,"85[{S.v. Romanian bărbát, -ă, from Lat. barbatus.}];54[69{Cf. s.v. Lat. barba 'beard', from which barbātus 'bearded' is derived. Lat. barba may go back to Proto-Italic *farfā- 'beard' and compared with OPr. bordus 'beard', Lith. barzdà, Latv. bā̀rda, OCS brada, Ru. borodá 'id.' < PSl. *bordáʔ, OHG bart, OE beard, OFr. berd < Gmc. bard-a-. From PIt. farfa we expect Lat. *farba. Earlier sources (cf. Ernout-Meillet 1985) explain the initial b- from assimilation to -rb-. The *a is difficult to explain via ablaut and rather points to a non-IE borrowing into the European languages.}];352[97{Cf. s.v. OLith. barzdá 'Bart' (cf. OCS brada 'Bart', Lat. barba 'Bart', OE beard 'Bart', OHG bart 'Bart' < PIE *bʰarsdʰó- 'Bart').}]",*bʰarsdʰó-,,Proto-Indo-European,,"From Latin barbatus 'bearded' ([Ciorănescu et al. 2002](src-85)), a derivative of Latin barba 'beard'. For the IE reconstruction see [ALEW](src-352) 97, but cf. [de Vaan 2008](src-54):69 considering a European loanword on the basis of having to reconstruct PIE *a.",4,false,,,0,false,,,
6428,,"85[{S.v. Rom. gât, a borrowing from Slavic glŭtŭ 'sip, gulp'.}]",gât,,Romanian,,"Loanword from Slavic *glъtъ 'sip, gulp' ([Ciorănescu et al. 2002](src-85)).",4,false,,,0,false,,,
6429,,,,,,Related to Turner no. 1935???,,,false,,,0,false,oḷuva,Sinhalese,
6431,,"309[734{S.v. Bret. toull 'trou, embrasure, entrée| vide, lacune', from Old Breton tull and corresponding to Co. toll 'trou, terrier', W twll 'trou', Ir. toll 'creux' and ScG. toll 'creux', from Proto-Celtic *tuk-slo-.}];50[393-394{S.v. Proto-Celtic *tullo- 'pierced, perforated', derived from PIE *teu̯k- 'beat, perforate'.}];141[640{Cf. s.v 1. *teu̯k- 'stoßen, schlagen' (IEW 1032).}]",*teu̯k-,,Proto-Indo-European,,"Generally derived from Proto-Celtic *tuk-slo- ([Deshayes 2003](src-309):734, but cf. [Matasović 2009](src-50):393-394 preferring *tullo-), ultimately derived from PIE *teu̯k- 'beat, hit' ([LIV²](src-141) 640).",4,false,,,0,false,,,446
6432,,"54[91{S.v. Lat. caput, -itis 'head', from Proto-Italic *kaput-. IE cognates exist in Celtic (OIr. cúāch, W. cawg 'cup') and Germanic (Goth. haubiþ 'head', ONor. hǫfuð, haufuð, OEng. hēafod, OHG houbit, NHG Haupt, etc), perhaps derived from PIE *keh₂p- 'fassen, schnappen' also found in Lat. capiō, -ere [cf. [cognate set 5290](cog-5290)].}];165[215{S.v. Proto-Germanic *ha(u)beda- ~ *ha(u)buda- 'head', from PIE *kh₂p-ut- (cf. Lat. caput, -itis 'head'| OIr. cúach, W cawg 'cup' < *kapuko-). Cf. entry in Kroonen regarding the variation of the root *hab- ~ *haub- in Germanic.}];397[530-531{S.v. NHG Haupt (MHG houbet, OHG houbit, OS hōbid), from Germanic *haubida- 'Haupt', also found in Goth. haubiϸ, ON haufið, OE hēafod, OFr. hāved, hā(u)d, hafd. May be compared with Lat. caput and probably from a formation with suffix ablaut *kapwet-, *kaput-. Other words from the same root like Skt. kapā́la- 'Schale, Hirnschale, Schädel' suggest semantics from 'Hirnschale'.}]",*kap-,,Proto-Indo-European,,"Germanic lexemes from Proto-Germanic *ha(u)beda- ~ *ha(u)buda- 'head' and Italic lexemes from Latin caput, generally considered root and suffix cognate, but further identification of an Indo-European root etymology remains controversial. A frequent suggestion is to PIE *keh₂p- 'to grasp, seize' found in Latin capiō, -ere 'id.' (cf. [Kroonen 2013](src-165):215, [de Vaan 2008](src-54):91). Alternatively a frequent comparison is made to Sanskrit kapā́la- 'cup, skull' with a different nominal suffix, but this cognate relationship remains uncertain ([Kluge 2011](src-397):530-531, [KEWA](src-399) I:155, [EWAia](src-172) I:300).",4,false,,8487,4,false,,,
6433,,,frikë,,Albanian: Arbëresh,,,,false,,,0,false,,,
6434,,"728[366{S.v. Manx reuyrey 'digging, searching', cf. Ir. rómhar.}];231[296{S.v. ScG. ruamhair, dig, delve, Ir. romhairim, rdghmhar, digging, E. Ir. ruamor | root rou, reu, rH, dig | Lat ruo, dig, rata, minerals | Lit. rduti, dig up.}];296[R:48-49{S.v. OIr. ruam 'pelle, bêche' from which ruamor 'fait de creuser'. The noun ruam is of uncertain etymology.}]",rúam,,Old Irish,,"Goidelic lexemes continuing Old Irish rúamor 'digging', derivative of rúam 'spade'. Further etymology unclear, cf. [Vendryes et al. 1959–1996](src-296) R:48-49 for various previous proposals which remain uncertain.",4,false,,,0,false,,,
6436,,"364[265{Alb. gj- (< s-) speaks for an inherited word but in absence of a convincing IE etymology, a loan from Lat. sinus 'hallow, curve' has to be taken into consideration - but earlier than the bulk of Latin loanwords which show the development s > sh.}];130[54-55{Etymology dubious, cf. for discussion of various proposals.}];105[135{S.v. Alb. gji ~ gjî 'breast, chest'| Orel assumes PAlb. *sina, identical to Lat. sinus 'curve, fold'.}]",gji,,Albanian,etymology unknown.,"Etymology uncertain, cf. [Orel 1998](src-105):135, [Holm 2011](src-130):54-55, [Schumacher & Matzinger 2013](src-364):265 for further discussion.",4,false,,,0,false,,,
