id,pages,reliability,comment,cognate_class_id,source_id,rfcWeblink
11342,976,,"Cf. s.v. AGk. μῦθος 'word, discourse, conversation, deliberation, story, saga, tale, myth'. There are no certain comparanda, and the word may be a borrowing from a Pre-Greek substrate language.",1184,66,
11343,718-719,,"Cf. s.v. AGk. μῦθος 'suite de paroles qui ont un sens, propos, discours'. Etymology obscure. Perhaps a popular onomatopoeic expression based on a syllable μῦ according to {ref Frisk 1960-1972}, but the sense of the word in the earliest texts is not in favour of this hypothesis.",1184,270,
11344,366,,"S.v. 6410 Ved. dunóti 'distresses' AV., 'is consumed with internal heat or sorrow' MBh. [√du1].",7493,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:49.soas
11345,104-105,,S.v. *deh₂u̯- 'in Brand geraten' (IEW 179-181).,7493,141,
11346,I:707-708,,"Cf. s.v. Ved. √dav- 'anzünden, verbrennen', from PIE *deh₂u̯- (cf. Gk. δαίω 'zünde an', δέδηα 'lodere, brenne', δήϊος *'brennend' > 'feindlich, schrecklich', OIr. dōïd 'sengt, brennt', MIr. condud 'Brennholz', OHG zuscen 'brennen', etc.).",7493,172,
11347,177,,"Cf. s.v. Proto-Slavic *gonìti 'chase, persecute' (ESSJa VII 23), to be derived from PIE *gʷʰon- (cf Skt. hánti 'strike, slay', Gk. θείνω 'kill').",1935,81,
11348,III:666,,"S.v. Ru. сладкий, a loanword from Church Slavic, used in place of inherited солодкий.",5857,598,
11349,,,"Traditionally compared to Proto-Germanic *weϸra- ~ *wedra- 'weather' and further connected with PIE *h₂u̯eh₁- via *h₂uh₁-edʰr-o- or *u̯edʰrom, although there are formal difficulties in the reconstruction of the Germanic comparanda (cf. discussion in /cognate/9440/). The difficulties in the reconstruction of the Germanic form, however, do not preclude the possibility of the derivation of the Slavic form being ultimately derived from PIE **h₂u̯eh₁- 'blow', however the uncertainty over the etymological identity of the proposed Germanic cognates weakens the case somewhat (cf. {ref Derksen 2008}:513, {ref Kroonen 2013}:583-584, {ref Snoj 1997-2016} 4:287-288).",5156,269,
11350,390,,"S.v. Proto-Slavic *palica 'stick, staff' ""The obvious connection with forms containing a root *pol- (e.g. *polìca) forces us to reconstruct a lengthened grade *pōl- for *palica. This is not in agreement with the accentual evidence, however. The etymology of the root is unclear.""",1213,81,
11351,265,,"S.v. Proto-Slavic *kyjь 'stick, club' (ESSJa XIII 257-258), a jo-derivative of *ky < *kuh₂-, cf. *kovati 'forge' (ESSJa XII 10-12) < PIE *kouh₂- (cf. Lith. káuti 'murder, beat, hew'; Latv. kaût 'fight', Lat. cūdere 'beat, grind, forge', OIc. hǫggva 'hew, beat'; OHG houwan 'hew, beat').",1244,81,
11352,345-46,A,"S.v. 2. *keh₂u̯- 'schlagen, spalten' (IEW 535).",9446,141,
11353,624,,"S.v. 7547 salo, salawer (langob., ahd.).",9447,444,
11354,17:12-15,,"S.v. *salo (anfrk.) 'trübe, schmutzig' (> Fr. sale).",9447,443,https://apps.atilf.fr/lecteurFEW/index.php/page/lire/e/227702
11355,342,,"S.v. Alb. qúaj, qú(e)j 'benennen; betrachten als, halten für', dial. quhem 'heißen'. To be connected with *k̑leu̯- 'hören', cf. entry for further discussion on the verbal stem formation in Albanian.",9453,369,
11356,133,,"Cf. s.v. Alb. dím/ër, -ri 'Winter', übertr. 'Frost', an inherited word with many cognates in other IE languages (cf. Gk. χεῖμα, OCS zima 'Winter', etc.), either derived from a zero-grade stem *g̑ʰim-m(e)n-, or if the original accent was on the second syllable (cf. Lith. žiemà 'Winter', Gk. χειμών) the *-ei̯- diphthong of the first syllable would have been contracted to -i- (*g̑ʰei̯-mōn-).",2245,369,
11357,409-410,,"Cf. s.v. OLith. jaũsti 'wach sein; fühlen, empfinden' (cf. OCS oštutiti 'fühlen, merken, begreifen', ORu. očutiti 'vernehmen, merken, hören, spüren) with further discussion on the Balto-Slavic background if the underlying root. No certain etymology outside of Balto-Slavic.",4849,352,
11358,381-382,,"Cf. s.v. Proto-Slavic *otjutiti 'feel, perceive' and Proto-Slavic *otjьtnǫti, to a BSl. root *jout-/jut- (cf. Lith. jaũsti 'feel, sense', Latv. jàust 'feel, notice, heed, understand'; Lith. jùsti 'feel', Latv. just 'feel, notice').",4849,81,
11359,4:134-136,,S.v. Proto-Slavic *čuti.,2916,458,
11360,562,A,"S.v. *(s)kreb- 'schaben, kratzen' (IEW 943-4).",9455,141,
11361,10:415-417,,S.v. Lat. *rīparia 'Ufergelände' > Fr. rivière.,9470,443,https://apps.atilf.fr/lecteurFEW/index.php/page/lire/e/222076
11362,605,,S.v. 7328 Lat. rīpa 'Ufer'.,9470,444,
11363,524,,"S.v. Lat. rīpa 'river bank', from PIE *h₁reip-h₂ 'steep slope' (cf. Gk. ἐρείπω 'to throw down, fall down', ἐρίπνη 'slope', OIc. rifa 'to demolish, tear down, ONo. rīp 'upper side of a boat', East Frisian rip(e) 'shore').",9470,54,
11364,574,,,9470,316,
11365,,,Cf. s.v. *tʰengʰ- → *tengʰ-,2837,389,http://www.martinkuemmel.de/liv2add.html#_Toc392258101
11366,993-996,,"Cf. s.v. Hitt. u̯eḫ- 'to turn (oneself); to patrol', rejecting the etymology advocated by {ref Oettinger 1979}:99-100, etc. that the Hittite forms are derivatives from an acrostatic root present *u̯ḗh₂-/*u̯éh₂- with Narten ablaut on the basis that the forms require the assumption of Eichner's Law (non-colouration of *ē in the vicinity of *h₂), the validity of which Kloekhorst rejects. Instead Kloekhorst tentatively sets up *u̯ei̯h₂- comparing Skt. véti 'to pursue, strive after, Lith. výti 'to pursue', etc.  [In re Eichner's Law, cf. also discussion in /cognate/5403/ –MJCS].",4986,80,
11367,343-344,,"Cf. s.v. Lith. pam̃pti 'swell' and Lith. pámpa 'swelling, lump', derivatives from Balto-Slavic *pomp- (cf. PS *pǫpъ 'bud, navel').",5145,353,
11368,326,,"S.v. Proto-Slavic *morzъ 'frost' (ESSJa XX 10-14), to be connected with Alb. mardhë 'frost'. ""Possibly an example of Winter's Law, in which case we must reconstruct *mórg̑-o-.""",2743,81,
11369,202-203,,"S.v. Proto-Slavic *xoditi 'go, walk' (ESSJa VIII 48-49), from PIE *sod- (cf. Gk. ὁδεύω 'wander').",5213,81,
11370,442-443,,"S.v. Proto-Slavic *sadъ 'plant, garden', cf. Proto-Slavic *saditi 'to plant' < *sod-eie- (cf. Skt. sādáyati 'to set').",5137,81,
11371,590-600,,"S.v. *sed- 'sich setzen' (LIV 513f., IEW 785f.; 884ff.); OCS sadъ 'Pflanze, Garten' < *sōd-u-.",5137,274,
11372,39-40,,"S.v. Arm. ałt 'filth' (adj. ałt-ełi). Etymology disputed, cf. for various proposals.",9492,79,
11373,67,,"Cf. s.v. 1476 ā́sa- (2) *'throwing', m. 'ashes, light dust' AV.",178,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:1088.soas
11374,44,,Cf. s.v. 994 Ved. áhi 'snake' RV.,648,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:775.soas.548401
11375,154,,S.v. 3023 Ved. kā́ṇḍa- (kāṇḍá- TS.) m.n. 'single joint of a plant',9499,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:2198.soas
11376,I:336-337,,"S.v. Ved. kā́ṇḍa- 'Abschnitt, Stück, Halmglied'. Uncertain origin, probably of Middle Indic or non-IE origin.",9499,172,
11377,785,,"S.v. 13627 Ved. skandhá- m. 'shoulder, upper part of back' AV.",3841,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:916.soas
11378,II:750,,"Cf. s.v. Ved. skandhá- 'Schulterknochen', apparently going back to an Indo-Iranic root *skandh- 'brechen, abbrechen', cf. OAv. skǝṇdō probably 'Beschädigung', YAv. skǝṇdō 'Gebrechen, Körperschaden', further connections uncertain.",3841,172,
11379,272,,"4979 Skt. chadana- n. 'cover' R., 'leaf' Suśr. [√chad1]",9500,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1201.soas
11380,I:554-555,,"S.v. Ved. √chad- 'bedecken, zudecken, verhüllen', perhaps further related to YAv. sāδaaiianti 'lange Hose', but uncertain. Further connections are unclear.",9500,172,
11381,215,,"S.v. 4015 *gandhapūrikā- 'flower'. [gandhá- , pūra- 1] > Kal. gambhūri 'flower', Kho. gambùri",9501,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:370.soas
11382,I:461-462,,"S.v. Ved. gandhá- 'Geruch, Duft', not to be separated from YAv. gaiṇti- 'übler Geruch', duž-gaiṇti- 'übelriechend, stinkend', Parth. gndʾg 'stinkend', MPers., NPers. gand 'Gestank', etc. Further connections are uncertain.",9501,172,
11383,27,,S.v. 612 Skt. aru- m. 'sun' lex. > Kho. yor,9502,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:486.soas
11386,430,,S.v. 7641 Skt. *pakṣya- (2) 'hot' [√pac-].,7276,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:1006.soas
11387,II:46,,"Cf. s.v. Ved. √pac- 'kochen, braten', from PIE *pekʷ- (cf. OCS pekǫ 'backe, brate', Lat. coquō 'koche', Gk. πέσσω, etc.).",7276,172,
11388,I:666,,"S.v. Ved. tr̥prá- 'ein Beiwort für Soma-Säfte', etc. Etymology unclear.",9504,172,
11389,338-339,,"S.v. 5934 Ved. tr̥prá- (3) 'pungent' (Geldner) RV., 'salty' KātyŚr. (> Kho. trup 'salt').",9504,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:1980.soas
11390,2,,"S.v. 24 akṣa- (4) n. 'blue vitriol' lex. [Cf. Av. axšaēna -- ʻ dark- coloured ʼ, Yid. axšin ʻ blue ʼ Horn NPE 109, Morgenstierne IIFL ii 195, W. S. Allen The Classical Quarterly xli 88 note 1]",9646,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:23.soas
11391,671,,"Khowar zērč 'yellow', loan from *zërt + č, cf. Seistani zerča or zardi 'rust disease of wheat '. Shgh. zereč ' rust '. Kho. zērbali 'yellow rose' < *zērd-wali?",9506,701,
11392,39,,"For Khowar, cf. s.v. 876 *avasnāyati 'bathes'.",535,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:673.soas
11393,351,,"S.v. 6145 Ved. dádhāti 'places, lays on, gives, seizes' RV. [Already in RV. there was some contact of meaning with dádāti, and in meaning ʻbeatsʼ it collides with it also phonetically in Kaf. and Dard. There is similar confusion in Iranian (e.g. Shgh. dā- ʻto giveʼ and dā- ʻto put, strikeʼ)]",9507,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:2154.soas
11394,II:54,,"Cf. s.v. Ved. √nej- 'waschen, reinigen', from PIE *nei̯gʷ-.",3080,172,
11395,410,,"S.v. 7167 *nigna- 'washed'. [Cf. niktá- √nij]. > Kho. Kho. nigik 'to wash (hands, clothes, &c.)', nigeik 'to wash something for someone else'.",3080,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:672.soas
11396,675,,S.v. 11586 Ved. vāśáyati 'causes to roar or resound' RV. [√vāś] > Kho. bašeik,9510,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:1748.soas
11397,II:547-548,,"S.v. Ved. √vāś- 'brüllen, blöken', a root of onomatopoetic origin without connections outside of Indo-Iranic.",9510,172,
11398,432,,"Cf. s.v. Proto-Iranic *u̯ās- 'to make a noise (roar, shout, vel sim.)', an IIr. root probably of onomatopoetic origin without certain IE connections.",9510,83,
11399,735,,S.v. 12684 śraya- m. 'refuge' W. [√śri],9511,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:198.soas
11400,389,,"Cf. s.v. 6802 Ved. dhā́vati (1) 'runs, flows' RV. 2. dhāváyati (1) 'makes run, drives' ŚBr. [√dhāv1]",5225,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:388.soas
11401,96-97,,"S.v. 2061 Ved. údricyatē 'is prominent' RV. 2. *udriñcati 'empties'. 3. údrikta- 'superfluous' TS. 4. *udrēcati 'leaves'. 5. udrēcayati 'causes to increase' Rājat. 6. *udrēcyatē 'is poured out'. [ud + √ric-]. From (5) > Kho. uléik 'to throw away, pour out, sprinkle' whence intr. ulúik 'to fly away, fall' and its caus. uluwéik 'to make fly'.",9512,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:1429.soas
11402,II:457-458,,"Cf. s.v. Ved. √rec- 'verlassen, lassen, überlassen, loslassen, freimachen', from PIE *lei̯kʷ- (cf. Arm. lkʻane-, aor. lkʻ[e]- 'verlassen', Gk. λείπω, λιμπάνω 'lasse, verlasse', Lat. linquō 'überlasse', Lith. liekmì 'bleibe', OPr. po-līnka 'bleibt', Goth. leiƕan, etc.).",9512,172,
11403,124,,S.v. 2538 *ōkk 'vomit'. 2. *ōgg- . 3. *vākk- . [Onom.],3071,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:1769.soas
11404,163,,"S.v. 3193 Ved. kīṭá- (1) m. 'insect, worm' ŚBr.",1633,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:2346.soas
11405,163,,"S.v. 3193 Ved. kīṭá- (1) m. 'insect, worm' ŚBr.",9514,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:2346.soas
11406,786,,"S.v. 13640 *skambha- (2) 'shoulderblade, wing, plumage'.",9515,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:927.soas
11407,491,,"S.v. 8714 *prabhindati, prábhinatti ʻ splits ʼ RV. [√bhid] > N. pĩdhnu, pĩdnu, pinnu 'to grind corn' (infl. in meaning by pisnu < piṁṣáti?)",7153,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:1845.soas
11408,595,,"S.v. 10302 Ved. meghá- m. 'cloud, rain' RV. [√*mih- (2)] (> P. meh, mẽh, mīh (f. PhonPj 121), mīhī˜ m. 'rain').",9517,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.3:1:699.soas
11409,758,,"S.v. 13095 Skt. sajya- 'strung (of bow)' Kauś., sajja- 'id., put in place on bow (of arrow)' MBh., sajjā- f. 'equipment, dress' lex. (> P. sajjā 'righthand').",9518,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:469.soas
11410,47,,"S.v. 1041 Skt. ākhyāti 'tells' Ep. [ākhyāyatē ŚBr., aor. ākhyat RV.: √khyā]",9653,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:797.soas
11411,783,,"S.v. 13578 sr̥ṣṭá- 'released' RV., 'thrown, emitted, produced' AV. [√sr̥j].",9537,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:873.soas
11412,II:709,,"Cf. s.v. Ved. √sarj- 'loslassen, entlassen, abschießen', probably to PIE *selg̑- (cf. OIr. selg 'Jagd', MHG selken 'tropfend niederfallen, sich senken (von Wolken), perhaps also Hitt. salk- 'kneten, vermengen').",9537,172,
11413,528-529,,"Cf. s.v. *selg̑- 'loslassen, entsenden' (IEW 900-1).",9537,141,
11414,385,,"S.v. 6733 Ved. dhamáni- f. 'vein, nerve' AV., 'throat, neck' lex. [√dham].",9538,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.2:1:330.soas
11415,I:775,,"S.v. Ved. √dham-ⁱ 'blasen, ein Blas-Instrument spielen, anfangen [das Feuer]', from PIE *dʰemH- ~ *dʰmeH- (cf. Lith. dùmti 'blasen, wehen', OCS dъmǫ 'blase').",9538,172,
11416,II:92-93,,"S.v. Skt. dhamániḥ 'Ader / vein', clearly derived from √dham- 'blasen'; dhamani- 'Hals, Nacken' probably comes from a intermediate meaning *'Röhre / pipe'.",9538,399,
11417,153,,Cf. s.v. *dʰmeH- 'blasen' (IEW 247-8).,9538,141,
11418,796,,"S.v. 13791 Skt. snāpáyati 'causes to bathe, washes' >  P. nhāuṇā tr. 'to wash', etc.",3079,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.4:1:1038.soas
11419,239,,"S.v. 4424 Skt. ghaná- (2) 'compact, firm, dense' Suśr., 'densely filled, deep (of sound or colour)' MBh. 2. n. 'any compact mass' ŚBr., m. 'cloud' MBh. [*han- 3]",4138,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:727.soas
11420,45,,S.v. 1008 Skt. ākāśá- m. 'sky' ŚBr. [√kāś].,9541,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.0:1:782.soas
11421,I:334-335,,"Cf. s.v. Ved. √kāś- 'sichtbar werden, erscheinen', from which is derived ākāśá- 'freier Raum, Luftraum, Öffnung', perhaps to PIE *kʷek̑-, if the root is connected with Gk. τέκμωρ, τέκμαρ 'Zeichen, Merkmal'.",9541,172,
11422,450,,"S.v. 7974 *palva 'grey' (Bshk. pála 'blue, green' rather < palāśá-, *palvara-).",9542,442,https://dsalsrv04.uchicago.edu/cgi-bin/app/soas_query.py?qs=palva&searchhws=yes
11423,II:103-104,,"Cf. s.v. Ved. palitá- 'grau, ergraut, altersgrau, greis' < PIE *pelh₂itó-/*pélh₂itnih₂- (cf. Gk. πελιτνός 'blauschwartz, fahl', root-cognate with paruṣá-; cf. further Lat. pallidus 'blaß, bleich', Lith. pálšas 'fahl, blaßgeld', pìlkas 'grau' etc. etc.",9542,172,
11424,31-32,,"S.v. 406 amārus 'bitter', 2. 'gelb'.",5172,444,
11425,516,,S.v. 6267 *passāre 'durchgehen'.,9567,444,
11426,33,,S.v. 412 ambulāre 'gehen'.,950,444,
11427,73-74,,"Cf. s.v. Lat. boreās, -ae 'vent du nord et région d'où souffle ce vent, nord', a borrowing from Gk. βορέας 'north wind'.",9568,316,
11428,107,,S.v. 1219 Lat. boreas 'Nordwind'.,9568,444,
11429,142,,"Cf. s.v. 1534 calx, -ce 'Ferse'.",9569,444,
11430,86,,"Cf. s.v. Lat. calx 'heel; hoof', doubtfully compared with BSl. *kulʔk- 'some part of the leg'; perhaps a non-IE (Etruscan?) origin, but a concrete comparandum is lacking.",9569,54,
11431,762,,S.v. 9134 Lat. vallis 'Tal'.,9571,444,
11432,652,,"S.v. Lat. vallēs, -is 'valley'. No certain etymology.",9571,54,
11433,,,,9573,85,https://dexonline.ro/intrare/balt%C4%83/4902
11434,106,,Cf. s.v. 1208 Lat. bonus 'gut' under which megl. nebun 'schlecht'.,9287,444,
11435,605,,"S.v. 7328 Lat. rīpa 'Ufer'. (> megl. råpă „Abhang"", „Stein"").",9577,444,
11436,524,,"S.v. Lat. rīpa 'river bank', from PIE *h₁reip-h₂ 'steep slope' (cf. Gk. ἐρείπω 'to throw down, fall down', ἐρίπνη 'slope', OIc. rifa 'to demolish, tear down, ONo. rīp 'upper side of a boat', East Frisian rip(e) 'shore').",9577,54,
11437,574,,,9577,316,
11438,294,,"S.v. 3422 Lat. 1. 'Balg', 'Schlauch' 2. 'Blasebalg'. 3. 'Hülle der Seele'; 1. > Rum. dial. foale 'Bauch'.",9578,444,
11439,230,,"S.v. Lat. follis 'bag, sack; ball, testicles'; possibly connected with Proto-Celtic *bol- in OIr. ball 'member, body part', W. balleg 'sack, purse' ({ref Vendryes et al. 1959–1996} B-12). No further etymology.",9578,54,
11440,565,,Cf. s.v. 6826 Lat. *pullius 'junges Tier'.,9579,444,
11441,502-503,,"Cf. s.v. Lat. putus 'boy' with derivative pullus 'foal, chick, young of an animal'. from PIE *put-lo- 'little boy, young of an animal'; pullus < *put-slo-.",9579,54,
11442,,,,9581,85,https://dexonline.ro/definitie/t%C4%83v%C4%83l%C3%ADt
11443,444,,"S.v. 5412 Lat. matia 'Eingeweide'. (> Rum. maţe, maţ 'Darm', etc.).",9582,444,
11444,390,,"S.v. Lat. *matia (glossary word) 'intestina (-nae), unde matiarii dicuntur qui eadem tractant aut uendunt' (CGL V 32,7). Further etymology uncertain, perhaps identical to Lat. mattea 'friandise'.",9582,316,
11445,,,,9583,85,https://dexonline.ro/definitie/gu%C8%99%C4%83
11446,320,,S.v. 3750 Lat. geusiae (gall.) 'Kehle'.,9583,444,
11447,274,,"S.v. Lat. *geusiae, -ārum 'gosier'. Without doubt a loan from Gaulish (cf. ML 3750).",9583,316,
11448,28,,S.v. 352 *allargāre 'in die Weite gehen'.,6576,444,
11449,,,,9588,85,https://dexonline.ro/definitie/coaj%C4%83
11450,,,,9589,85,https://dexonline.ro/definitie/coaj%C4%83
11451,II:557-558,,"Cf. s.v. Ved. vipula- adj. 'umfangreich, ausgedehnt, groß', without certain etymological explanation.",3807,172,
11452,499,,"Cf. s.v. SAND ?*pē(n)s- (OCS pěsŭkŭ 'dust', SCr. piejèsak 'dust', Av. pąsnu- 'dust', OInd. pāṃsú- 'crumbling soil, sand, dust'). The Indo-Iranian forms may have been *pām/nsnu- while the Slavic forms lack a nasal. The Slavic accentuation points to *ē and not *eh₁-. The long *ē of *pēns- points to a root noun.",1641,657,
11453,241,,"S.v. 4471 Ved. ghāsá- m. 'food, pasture grass' AV. [√ghas]",6322,442,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/getobject.pl?c.1:1:767.soas
11454,196,,"For Sp., Pg. comer, cf. s.v. 2077 Lat. comedere 'essen'.",210,444,
11455,,,"Cf. s.v. Sloven. perọ̑ -ẹ̑sa s lat.‛penna, pluma’ (16. stol.).",5101,594,https://fran.si/193/marko-snoj-slovenski-etimoloski-slovar/4290076/per?FilteredDictionaryIds=193&View=1&Query=perut
11456,396,,"Cf. s.v. Proto-Slavic *pero 'feather', to be derived from PIE *perH-o- (cf. Skt. parṇá- 'wing', Gk. πτερόν 'feather, wing', OE fearn 'fern' and OIr. raith 'fern').",5101,81,
11457,1022,,"Cf. s.v. *(s)ter-, *(s)terə- : *(s)trē 'starr, steif sein, starrer, fester Gegenstand', etc.",7109,49,
11458,1022,,"Cf. s.v. *(s)ter-, *(s)terə- : *(s)trē 'starr, steif sein, starrer, fester Gegenstand', etc.",1296,49,
11459,13:253-254,,S.v. Proto-Slavic *kydnǫti,9604,458,
11460,265,,"S.v. Proto-Slavic *kydnǫti 'throw, fling' (ESSJa XIII 252-253), from PIE *kud-, cf. also Proto-Slavic *kydati 'throw, fling' < PIE *(s)kud- (cf. Skt. códati 'impel', OIc. skjóta 'shoot, shove').",9604,81,
11461,548,,"S.v. Proto-Slavic *zoŗa 'dawn, aurora', a derivative of the root of *zьrěti 'I see', cf. s.v. Proto-Slavic *zьrěti 'see, look at'. ""The reconstruction of the root is uncertain. One might posit *g̑⁽ʰ⁾r(H)-."" Cf. Lith. žėrė́ti 'shine, sparkle'.",1243,81,
11462,1301-1302,,"Cf. s.v. OLith. žėrúoti 'glühen, glimmern, schwelen', with Lith. žėrė́ti 'glühen, glimmern; funkeln', a secondary derivative to the root of OLith. žer̃ti, žérti 'zusammenscharren (glühende Kohlen)'. Cf. OLith. *žãras 'Röte am Himmel, Morgenrot, Abendrot', comparable to OCS zor'a 'Licht, Schein, Glanz, Morgenröte', etc. No certain comparisons outside of Balto-Slavic.",1243,352,
11463,356,,"Cf. s.v. Lith. gráužti 'nagen, benagen' (BSl. cf. Latv. graûzt 'nagen; reiben, wund reiben' OCS grysti, gryzǫ 'nagen, beißen), from PIE *gʷreu̯g̑- 'nagen', cf. Gk. βρύχω 'mit den Zähnen knirschen', βρύκω 'beißen, gierig abfressen', βρύγμος 'beißend, schlingend; mit den Zähnen klappernd, schaudernd'.",2028,352,
