id,citation_text,description,bookauthor,booktitle,chapter,edition,howpublished,note,number,institution,pages,title,ENTRYTYPE,link,volume,year,shorthand,author,editor,editora,publisher,series,authortype,booksubtitle,editoratype,editortype,isbn,journaltitle,location,part,subtitle,deprecated,TRS,respect
722,"Narten, Johanna. 1986. Griechisch ὀξύς und das vedische Verb akṣ. o-o-pe-ro-si Festschrift für Ernst Risch zum 75. Geburtstag, ed. by A. Etter, 204-14. Berlin: Walter de Gruyter.",,,o-o-pe-ro-si: Festschrift für Ernst Risch zum 75. Geburtstag,,,,,,,204-214,Griechisch ὀξύς und das vedische Verb akṣ,inbook,,,1986,Narten 1986,"Narten, Johanna",,,Walter de Gruyter,,,,,,,,Berlin,,,False,False,
723,"Schindler, Jochem. 1975. Armenisch erkn, griechisch ὀδύνη, irisch idu. Zeitschrift für vergleichende Sprachforschung 89.53-65.",,,,,,,,,,53-65,"Armenisch erkn, griechisch ὀδύνη, irisch idu",article,,89,1975,Schindler 1975,"Schindler, Jochem",,,,,,,,,,Zeitschrift für vergleichende Sprachforschung,,,,False,False,
724,"Samadi, Mahlagha. 1986. Das chwaresmische Verbum Wiesbaden: Otto Harrassowitz.",,,,,,,,,,,Das chwaresmische Verbum,book,,,1986,Samadi 1986,"Samadi, Mahlagha",,,Otto Harrassowitz,,,,,,,,Wiesbaden,,,False,False,
725,"Kimball, Sara E. 1987. Initial *h₁s- in Hittite. Studies in Memory of Warren Cowgill (1929-1985): Papers from the Fourth East Coast Indo-European Conference, Cornell University, June 6–9, 1985, ed. by C. Watkins, 161-81. Berlin: Walter de Gruyter.",,,"Studies in Memory of Warren Cowgill (1929-1985): Papers from the Fourth East Coast Indo-European Conference, Cornell University, June 6–9, 1985",,,,,,,161-181,Initial *h₁s- in Hittite,inbook,,,1987,Kimball 1987,"Kimball, Sara",,,Walter de Gruyter,,,,,,,,Berlin,,,False,False,
726,"Kimball, Sara E. 1999. Hittite Historical Phonology Innsbruck: Institut für Sprachwissenschaft der Universität Innsbruck.",,,,,,,,,,,Hittite Historical Phonology,book,,,1999,Kimball 1999,"Kimball, Sara",,,Institut für Sprachwissenschaft der Universität Innsbruck,,,,,,,,Innsbruck,,,False,False,
727,"Broaderick, George. 1984. A Handbook of Late Spoken Manx. Vol. 1: Grammar and Texts Tübingen: Max Niemeyer Verlag.",,,,,,,,,,,A Handbook of Late Spoken Manx. Vol. 1: Grammar and Texts,book,,,1984a,Broaderick 1984a,"Broaderick, George",,,Max Niemeyer Verlag,,,,,,,,Tübingen,,,False,False,
728,"Broaderick, George. 1984. A Handbook of Late Spoken Manx. Vol. 2: Dictionary Tübingen: Max Niemeyer Verlag.",,,A Handbook of Late Spoken Manx. Vol. 2: Dictionary,,,,,,,,A Handbook of Late Spoken Manx. Vol. 2: Dictionary,book,,,1984b,Broaderick 1984b,"Broaderick, George",,,Max Niemeyer Verlag,,,,,,,,Tübingen,,,False,False,
729,"de Barnardo Stempel, Patrizia. 1987. Die Vertretung der indogermanischen liquiden und nasalen Sonanten im Keltischen Innsbruck: Institut für Sprachwissenschaft der Universität Innsbruck.",,,,,,,,,,,Die Vertretung der indogermanischen liquiden und nasalen Sonanten im Keltischen,book,,,1987,de Bernardo Stempel 1987,"de Bernardo Stempel, Patrizia",,,Institut für Sprachwissenschaft der Universität Innsbruck,,,,,,,,Innsbruck,,,False,False,
730,"Campanile, Enrico. 1974. Indo-European and Non-Indo-European Elements in the Celtic Dialects. Journal of Indo-European Studies 4.131-138.",,,,,,,,,,131-138,Indo-European and Non-Indo-European Elements in the Celtic Dialects,article,,4,1974,Campanile 1974,"Campanile, Enrico",,,,,,,,,,Journal of Indo-European Studies,,,,False,False,
731,"Hackstein, Olav. 1995. Untersuchungen zu den sigmatischen Präsensstammbildungen des Tocharischen Göttingen: Vandenhoeck und Ruprecht.",,,,,,,,,,,Untersuchungen zu den sigmatischen Präsensstammbildungen des Tocharischen,book,,,1995,Hackstein 1995,"Hackstein, Olav",,,Vandenhoeck & Ruprecht,,,,,,,,Göttingen,,,False,False,
732,"Tremblay, Xavier. 2005. Irano-Tocharica and Tocharo-Iranica. Bulletin of the School of Oriental and African Studies 68.421-49.",,,,,,,,,,421-449,Irano-Tocharica and Tocharo-Iranica,article,,68,2005,Tremblay 2005,"Tremblay, Xavier",,,,,,,,,,Bulletin of the School of Oriental and African Studies,,,,False,False,
733,"de Barnardo Stempel, Patrizia. 1999. Nominale Wortbildung des älteren Irischen: Stammbildung und Derivation Tübingen: Max Niemeyer Verlag.",,,,,,,,,,,Nominale Wortbildung des älteren Irischen: Stammbildung und Derivation,book,,,1999,de Bernardo Stempel 1999,"de Bernardo Stempel, Patrizia",,,Max Niemeyer Verlag,,,,,,,,Tübingen,,,False,False,
734,"Fraenkel, Ernst. 1932. Zur tocharischen Grammatik. Indogermanische Forschungen 50.1-20, 97-108, 220-31.",,,,,,,,,,"1-20, 97-108, 220-231",Zur tocharischen Grammatik,article,,50,1932,Fraenkel 1932,"Fraenkel, Ernst",,,,,,,,,,Indogermanische Forschungen,,,,False,False,
735,"Hill, Eugen. 2003. Untersuchungen zum inneren Sandhi des Indogermanischen. Der Zusammenstoß von Dentalplosiven im Indoiranischen, Germanischen, Italischen und Keltischen. Bremen: Hempen Verlag.",,,,,,,,,,,"Untersuchungen zum inneren Sandhi des Indogermanischen. Der Zusammenstoß von Dentalplosiven im Indoiranischen, Germanischen, Italischen und Keltischen.",book,,,2003,Hill 2003,"Hill, Eugen",,,Hempen Verlag,,,,,,,,Bremen,,,False,False,
736,"Schulte, Kim. 2009. Loanwords in Romanian. Loanwords in the World's Languages: A Comparative Handbook, ed. by M. Haspelmath & U. Tadmor, 230-59. Berlin: de Gruyter.",,,Loanwords in the World's Languages: A Comparative Handbook,,,,,,,230-259,Loanwords in Romanian,inbook,,,2009,Schulte 2009,"Schulte, Kim",,,De Gruyter,,,,,,,,Berlin,,,False,False,
737,"Müller, F. Altitalisches Wörterbuch. Göttingen: Vandenhoeck & Ruprecht.",,,,,,,,,,,Altitalisches Wörterbuch,book,,,1926,Müller 1926,"Müller, Frederik",,,Vandenhoeck & Ruprecht,,,,,,,,Göttingen,,,False,False,
738,"Meiser, Gerhard. 2002. Historische Laut- und Formenlehre der lateinischen Sprache Darmstadt: Wissenschaftliche Buchgesellschaft.",,,,,,,,,,,Historische Laut- und Formenlehre der lateinischen Sprache (2. Auflage),book,,,2002,Meiser 2002,"Meiser, Gerhard",,,Wissenschaftliche Buchgesellschaft,,,,,,,,Darmstadt,,,False,False,
739,"Nyman, Martti. 1987. Semantic Selection Properties and Etymology: Latin mīca. Glotta 65.221-39.",,,,,,,,,,221-239,Semantic Selection Properties and Etymology: Latin mīca,article,,65,1987,Nyman 1987,"Nyman, Martti",,,,,,,,,,,,,,False,False,
740,"Ačaṙean, Hračʿeay. 1971-1979. Հայերէն արմատական բառարան (Dictionary of Armenian Root Words, 4 Vols.) Yerevan: University Press.",,,,,,,,,,,Hayerēn armatakan baṙaran,book,,,1971–1979,HAB,"Ačaṙean, Hračʿeay",,,University Press,,,,,,,,Yerevan,,,False,False,
741,"Asatrian, Garnik. 2014. ‘Nose’ in Armenian. Iran and the Caucasus 18.147-52.",,,,,,,,,,147-152,'Nose' in Armenian,article,,18,2014,Asatrian 2014,"Asatrian, Garnik",,,,,,,,,,Iran and the Caucasus,,,,False,False,
742,"Kortlandt, Frederik. 1998. The development of *y- in Armenian. Annual of Armenian Linguistics 19.15-18.",,,,,,,,,,15-18,The development of *y- in Armenian,book,,19,1998,Kortlandt 1998,"Kortlandt, Frederik",,,,,,,,,,Annual of Armenian Linguistics,,,,False,False,
743,"Diakonoff, Igor Mikhailovich. 1985. Hurro-Urartian Borrowings in Old Armenian. Journal of the American Oriental Society 105.597-603.",,,,,,,,,,597-603,Hurro-Urartian Borrowings in Old Armenian,article,,105,1985,Diakonoff 1985,"Diakonoff, Igor M.",,,,,,,,,,Journal of the American Oriental Society,,,,False,False,
744,"Hamp, Eric. 1967. Two Armenian Etymologies: 1. əmpem. 2. leaṙn 'mountain'. Revue des Études Arméniennes 4.15-17.",,,,,,,,,,15-17,Two Armenian Etymologies: 1. əmpem. 2. leaṙn 'mountain',article,,4,1967,Hamp 1967,"Hamp, Eric P.",,,,,,,,,,Revue des Études Arméniennes,,,,False,False,
745,"Benveniste, Émile. 1964. Éléments parthes en arménien. Revue des Études Arméniennes 1.1-39.",,,,,,,,,,1-39,Éléments parthes en arménien,article,,1,1964,Benveniste 1964,"Benveniste, Émile",,,,,,,,,,Revue des Études Arméniennes,,,,False,False,
746,"Pedersen, Holger. 1906. Armenisch und die Nachbarsprachen. Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen 39.334-485.",,,,,,,,,,334-485,Armenisch und die Nachbarsprachen,article,,39,1906,Pedersen 1906,"Pedersen, Holger",,,,,,,,,,Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen,,,,False,False,
747,"Pedersen, Holger. 1905. Zur armenischen Sprachgeschichte. Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen 38.194-240.",,,,,,,,,,194-240,Zur armenischen Sprachgeschichte,article,,38,1905,Pedersen 1905,"Pedersen, Holger",,,,,,,,,,Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen,,,,False,False,
748,"Klingenschmitt, Gert. 2000. Mittelpersisch. Indoarisch, Iranisch und die Indogermanistik. Arbeitstagung der Indogermanischen Gesellschaft vom 2. bis 5. Oktober 1997 in Erlangen, ed. by B. Forssman & R. Plath, 191-229. Wiesbaden: Reichert Verlag.",,,"Indoarisch, Iranisch und die Indogermanistik. Arbeitstagung der Indogermanischen Gesellschaft vom 2. bis 5. Oktober 1997 in Erlangen",,,,,,,191-229,Mittelpersisch,inbook,,,2000,Klingenschmitt 2000,"Klingenschmitt, Gert","Forssmann, Berhard & Plath, Robert",,Reichert Verlag,,,,,,,,Wiesbaden,,,False,False,
749,"Le Mair, Esther. 2011. Secondary Verbs in Old Irish: A comparative-historical study of patterns of verbal derivation in the Old Irish Glosses. Ph.D. diss. National University of Ireland, Galway.",,,,,,Ph.D. dissertation,,,,,Secondary Verbs in Old Irish: A comparative-historical study of patterns of verbal derivation in the Old Irish Glosses,book,,,2011,Le Mair 2011,"Le Mair, Esther",,,,,,,,,,,Galway,,,False,False,
750,"Jokl, Norbert. 1912. Beiträge zur albanischen Grammatik. 1. Zur Geschichte des alb. tš in Erbwörtern. 2. Die Vertretung von uralb. zd aus idg. sd(h), zd(h). Indogermanische Forschungen 30.192-210.",,,,,,,,,,192-210,"Beiträge zur albanischen Grammatik. 1. Zur Geschichte des alb. tš in Erbwörtern. 2. Die Vertretung von uralb. zd aus idg. sd(h), zd(h)",article,,30,1912,Jokl 1912,"Jokl, Norbert",,,,,,,,,,Indogermanische Forschungen,,,,False,False,
751,"Jokl, Norbert. 1923. Linguistisch-kulturhistorische Untersuchungen aus dem Bereiche des Albanischen Berlin und Leipzig: Walter de Gruyter & Co.",,,,,,,,,,,Linguistisch-kulturhistorische Untersuchungen aus dem Bereiche des Albanischen,book,,,1923,Jokl 1923,"Jokl, Norbert",,,Walter de Gruyter & Co.,,,,,,,,Berlin & Leipzig,,,False,False,
752,"Meyer, Gustav. 1892. Albanesische Studien III. Lautlehre der indogermanischen Bestandtheile des Albanesischen. Sitzungsberichte der Philosophisch-Historischen Classe der Kaiserlichen Akademie der Wissenschaften 125.1-95.",,,,,,,,11,,1-95,Albanesische Studien III. Lautlehre der indogermanischen Bestandtheile des Albanesischen,article,,125,1892,Meyer 1892,"Meyer, Gustav",,,,,,,,,,Sitzungsberichte der Philosophisch-Historischen Classe der Kaiserlichen Akademie der Wissenschaften,,,,False,False,
754,"Puhvel, Jaan. 1986. Who were the Hittite hurkilas pesnes? o-o-pe-ro-si. Festschrift für Ernst Risch zum 75. Geburtstag, ed. by A. Etter, 151-55. Berlin: Walter de Gruyter.",,,o-o-pe-ro-si. Festschrift für Ernst Risch zum 75. Geburtstag,,,,,,,151-155,Who were the Hittite hurkilas pesnes?,inbook,,,1986,Puhvel 1986,"Puhvel, Jaan",,,Walter de Gruyter,,,,,,,,Berlin,,,False,False,
755,"Lubotsky, Alexander. 1985. The PIE word for 'dry'. Zeitschrift für vergleichende Sprachforschung 98.1-10.",,,,,,,,,,1-10,The PIE word for 'dry',article,,98,1985,Lubotsky 1985,"Lubotsky, Alexander",,,,,,,,,,Zeitschrift für vergleichende Sprachforschung,,,,False,False,
756,"Burrow, Thomas & Murray B. Emeneau. 1984. A Dravidian Etymological Dictionary. Second Edition. Oxford: Clarendon Press.",,,,,,,,,,,A Dravidian Etymological Dictionary (2nd ed.),book,,,1984,Burrow & Emeneau 1984,"Burrow, Thomas & Murray B. Emenau",,,Clarendon Press,,,,,,,,Oxford,,,False,False,
757,"Philippa, Marlies, et al. 2003-2009. Etymologisch Woordenboek van het Nederlands (4 Vols.). Amsterdam: Amsterdam University Press.",,,Etymologisch Woordenboek van het Nederlands,,,,,,,,,book,,,2003-2009,EWNl,,"van der Sijs, Nicoline; Debrabandere, Frans; Philippa, Marlies; Quak, Arend",,Amsterdam University Press.,,,,,,,,Amsterdam,,,False,False,
758,"Villanueva Svensson, Miguel. 2011. Indo-European long-vowels in Balto-Slavic. Baltistica 46.5-38.",,,,,,,,,,5-38,Indo-European long-vowels in Balto-Slavic,article,,46,2011,Villaneuva Svensson 2011,"Villaneuva Svensson, Miguel",,,,,,,,,,Baltistica,,,,False,False,
759,"Burrow, Thomas. 1948. Dravidian Studies VII. Bulletin of the School of Oriental and African Studies 12.365-96.",,,,,,,,,,365-396,Dravidian Studies VII,article,,12,1948,Burrow 1948,"Burrow, Thomas",,,,,,,,,,Bulletin of the School of Oriental and African Studies,,,,False,False,
760,"McCone, Kim R. 1985. Varia II. Ériu 36.169-76.",,,,,,,,36,,169-176,Varia II,article,,,1985,McCone 1985,"McCone, Kim",,,,,,,,,,Ériu,,,,False,False,
761,"Stokes, Whitley. 1894. Urkeltischer Sprachschatz. Göttingen: Vandenhoeck & Ruprecht.",,,Urkeltischer Wortschatz,,,,,,,,,book,,,1894,Stokes 1894,"Stokes, Whitley",,,Vandenhoeck & Ruprecht's Verlag,,,,,,,,Göttingen,,,False,False,
762,"Meiser, Gerhard. 2003. Veni, Vidi, Vici: Die Vorgeschichte des lateinischen Perfektsystems München: C. H. Beck.",,,"Veni, Vidi, Vici: Die Vorgeschichte des Lateinischen Perfektsystems",,,,,,,,,book,,,2003,Meiser 2003,"Meiser, Gerhard",,,C. H. Beck Verlag,,,,,,,,München,,,False,False,
763,"Henning, Walter Bruno. 1947. Two Manichæan Magical Texts with an Excursus on the Parthian Ending -ēndēh. Bulletin of the School of Oriental and African Studies 12.39-66.",,,,,,,,,,39-66,Two Manichæan Magical Texts with an Excursus on the Parthian Ending -ēndēh,article,,12,1947,Henning 1947,"Henning, Walter Bruno",,,,,,,,,,"Bulletin of the School of Oriental and African Studies, University of London",,,,False,False,
764,"Benzing, Johannes. 1983. Chwaresmischer Wortindex. Mit einer Einleitung von Helmut Humbach; Herausgegeben von Zahra Taraf Wiesbaden: Otto Harrassowitz.",,,,,,,,,,,"Chwaresmischer Wortindex (mit einer Einleitung von Helmut Humbach, Herausgegeben von Zahra Taraf)",book,,,1983,Benzing 1983,"Benzing, Johannes","Taraf, Zahra",,Otto Harrassowitz,,,,,,,,Wiesbaden,,,False,False,
765,"Lane, George S. 1931. Celtic Notes. Language 7.278-83.",,,,,,,,,,278-283,Celtic Notes,article,,7,1931,Lane 1931,"Lane, George S.",,,,,,,,,,Language,,,,False,False,
766,"Bergin, Osborn. 1938. Varia I. Ériu 12.215-35.",,,,,,,,,,215-235,Varia I,article,,12,1938,Bergin 1938,"Bergin, Osborn",,,,,,,,,,Ériu,,,,False,False,
767,"Humbach, Helmut. 1989. Choresmian. Compendium Linguarum Iranicarum, ed. by R. Schmitt, 193-203. Wiesbaden: Reichert Verlag.",,,Compendium Linguarum Iranicarum,,,,,,,193-203,Choresmian,inbook,,,1989,Humbach 1989,"Humbach, Helmut","Schmitt, Rüdiger",,Harrassowitz Verlag,,,,,,,,Wiesbaden,,,False,False,
768,"Henning, Walter Bruno. 1955. The Structure of the Khwarezmian Verb. Asia Major (n.s.) 5.43-49.",,,,,,,,,,43-49,The Structure of the Khwarezmian Verb,article,,5,1955,Henning 1955,"Henning, Walter Bruno",,,,,,,,,,Asia Major (n.s.),,,,False,False,
769,"Burrow, Thomas. 1975. A New Look at Brugmann's Law. Bulletin of the School of Oriental and African Studies 38.55-80.",,,,,,,,,,55-80,A New Look at Brugmann's Law,article,,38,1975,Burrow 1975,"Burrow, Thomas",,,,,,,,,,Bulletin of the School of Oriental and African Studies,,,,False,False,
770,"Bailey, Harold W. 1946. Gāndhārī. Bulletin of the School of Oriental and African Studies 11.764-97.",,,,,,,,4,,764-797,Gāndhārī,article,,11,1946,Bailey 1946,"Bailey, Harold W.",,,,,,,,,,Bulletin of the School of Oriental and African Studies,,,,False,False,
771,"Bailey, Harold W. 1958. Miṣṣa suppletum. Bulletin of the School of Oriental and African Studies 21.40-47.",,,,,,,,,,40-47,Miṣṣa suppletum,article,,21,1958,Bailey 1958,"Bailey, Harold W.",,,,,,,,,,Bulletin of the School of Oriental and African Studies,,,,False,False,
772,Bernier Gildas (1969): Staer-Ster — Estoer-Ester. In: Annales de Bretagne 76.4: pp. 649-657,,,,,,,,76.4,,,Staer-Ster — Estoer-Ester,article,https://www.persee.fr/doc/abpo_0003-391x_1969_num_76_4_2534,,1969,Bernier 1969,"Bernier, Gildas",,,,,,,,,,Annales de Bretagne,https://doi.org/10.3406/abpo.1969.2534,,,False,False,
773,"Trépos Pierre (1954): Les saints bretons dans la toponymie. In: Annales de Bretagne 61.2, pp. 372-406",,,,,,,,61.2,,,Les saints bretons dans la toponymie,article,https://www.persee.fr/doc/abpo_0003-391x_1954_num_61_2_1969,,1954,Trépos 1954,"Trépos, Pierre",,,,,,,,,,Annales de Bretagne,https://doi.org/10.3406/abpo.1954.1969,,,False,False,
774,"O'Brien, M.A. (1932): Varia. Ériu 11, 86-93.",,,,,,,,11,,86-93,Varia,article,,,1932,O'Brien 1932,"O'Brien, M.A.",,,,,,,,,,Ériu,,,,False,False,
775,"Deshayes, Albert. 1999: Dictionnaire des noms de lieux bretons. Douarnenez: Le Chasse-Marée / Ar Men.",,,Dictionnaire des noms de lieux bretons,,,,,,,,Dictionnaire des noms de lieux bretons,book,,,1999,Deshayes 1999,"Deshayes, Albert",,,Le Chasse-Marée / Ar Men,,,,,,,,Douarnenez,,,False,False,
776,"Zair, Nicholas. 2012. The Reflexes of the Proto-Indo-European Laryngeals in Celtic Leiden: Brill.",,,The Reflexes of the Proto-Indo-European Laryngeals in Celtic,,,,,,,,,book,,,2012,Zair 2012,"Zair, Nicholas",,,Brill,,,,,,,,Leiden,,,False,False,
777,"Emmerick, Ronald E. & Prods Oktor Skjærvø. 1997. Studies in the Vocabulary of Khotanese III Wien: Verlag der Österreichischen Akademie der Wissenschaften.",,,Studies in the Vocabulary of Khotanese III,,,,,,,,,book,,,1997,Emmerick & Skjærvø 1997,"Emmerick, R. E. & Skjærvø, P. O.",,,Verlag der Österreichischen Akademie der Wissenschaften,,,,,,,,Wien,,,False,False,
779,"Novák, Ľubomír (2010): Jaghnóbský-český slovník",,,,,,,,,Univerzita Karlová v Praze,,Jaghnóbský-český slovník s přehledem jaghnóbské gramatiky,book,,,2010,Novák 2010,"Novák, Ľubomír",,,Univerzita Karlová v Praze,,,,,,,,,,,False,False,"Dictionary Yaghnobi-Czech with short grammar of Y., quite reliable; includes statements of"
780,"Yarshater, Ehsan, Eltan Daniel, et al. (eds.) Encyclopædia Iranica.",,,Encyclopædia Iranica,,,,Print volumes appearing 1982–. Online version available via www.iranicaonline.org,,,,Encyclopædia Iranica,online,http://www.iranicaonline.org,,1982–,Encyclopædia Iranica,,"Yarshater, Ehsan, Eltan Daniel, et al.",,,,,,,,,,,,,False,False,
781,"Horn, Paul (1893). Grundriss der neupersischen Etymologie",,,,,,,,,,,Grundriss der neupersischen Etymologie,book,,,1893,Horn 1893,"Horn, Paul",,,Trübner,,,,,,,,,,,False,False,Outdated but still useful
782,"Versloot, Arjen",,,,,,,,,,,,expert,,,,"Versloot, Arjen","Versloot, Arjen",,,,,,,,,,,,,,False,False,
783,"MacKenzie, David Neil. 1975. Khwarezmian Imperfect Stems. Mélanges linguistiques offerts à Émile Benveniste, 389-95. Louvain: Peeters.",,,Mélanges linguistiques offerts à Émile Benveniste,,,,,,,389-395,Khwarezmian Imperfect Stems,inbook,,,1975,MacKenzie 1975,"MacKenzie, Neil David",,,Peeters,,,,,,,,Louvain,,,False,False,
